Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of neuron differentiation (GO:0045666)	2/43	2.921586e-01	5.980435e-01	0	0	1.906063e+00	2.345332e+00	BRINP3;RHOA
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	16/546	2.929796e-01	5.980435e-01	0	0	1.183222e+00	1.452585e+00	BCAP31;FIS1;HDAC3;MIOS;KSR1;RPL23;RTKN2;ZDHHC13;NRG1;PARK7;SIRT1;RHOA;NR3C2;RPS15;KITLG;GAPDH
GO_Biological_Process_2021	regulation of BMP signaling pathway (GO:0030510)	3/76	2.958543e-01	5.980435e-01	0	0	1.606378e+00	1.956389e+00	SMURF1;FSTL1;HIPK2
GO_Biological_Process_2021	regulation of RNA splicing (GO:0043484)	3/76	2.958543e-01	5.980435e-01	0	0	1.606378e+00	1.956389e+00	SRSF10;RPS13;AFF2
GO_Biological_Process_2021	activation of cysteine-type endopeptidase activity (GO:0097202)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	LGMN
GO_Biological_Process_2021	regulation of cAMP-dependent protein kinase activity (GO:2000479)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	SIRT1
GO_Biological_Process_2021	branching involved in blood vessel morphogenesis (GO:0001569)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	NRP1
GO_Biological_Process_2021	cAMP metabolic process (GO:0046058)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	ADCY10
GO_Biological_Process_2021	cardiolipin metabolic process (GO:0032048)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	HADHB
GO_Biological_Process_2021	regulation of fatty acid beta-oxidation (GO:0031998)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	ABCD2
GO_Biological_Process_2021	cGMP-mediated signaling (GO:0019934)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	PDE3A
GO_Biological_Process_2021	regulation of IRE1-mediated unfolded protein response (GO:1903894)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	TMEM33
GO_Biological_Process_2021	regulation of lipase activity (GO:0060191)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	RHOA
GO_Biological_Process_2021	regulation of macrophage cytokine production (GO:0010935)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	SIRT1
GO_Biological_Process_2021	COPII-coated vesicle cargo loading (GO:0090110)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	SEC24A
GO_Biological_Process_2021	endothelial cell differentiation (GO:0045446)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	FSTL1
GO_Biological_Process_2021	regulation of retinoic acid receptor signaling pathway (GO:0048385)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	CTBP2
GO_Biological_Process_2021	relaxation of muscle (GO:0090075)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	GSN
GO_Biological_Process_2021	renal absorption (GO:0070293)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	GSN
GO_Biological_Process_2021	respiratory electron transport chain (GO:0022904)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	PPARGC1A
GO_Biological_Process_2021	response to chemokine (GO:1990868)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	RHOA
GO_Biological_Process_2021	histone H3-K4 trimethylation (GO:0080182)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	TET3
GO_Biological_Process_2021	response to UV-A (GO:0070141)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	PPID
GO_Biological_Process_2021	response to X-ray (GO:0010165)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	ANXA1
GO_Biological_Process_2021	sequestering of extracellular ligand from receptor (GO:0035581)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	FSTL1
GO_Biological_Process_2021	smooth muscle contraction (GO:0006939)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	EDNRA
GO_Biological_Process_2021	steroid catabolic process (GO:0006706)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	YWHAH
GO_Biological_Process_2021	striated muscle cell development (GO:0055002)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	TMOD3
GO_Biological_Process_2021	microvillus organization (GO:0032528)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	MINK1
GO_Biological_Process_2021	vascular endothelial growth factor signaling pathway (GO:0038084)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	NRP1
GO_Biological_Process_2021	mRNA cleavage involved in mRNA processing (GO:0098787)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	CPSF2
GO_Biological_Process_2021	negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	RHOA
GO_Biological_Process_2021	negative regulation of cyclase activity (GO:0031280)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	EDNRB
GO_Biological_Process_2021	negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	SIRT1
GO_Biological_Process_2021	negative regulation of pri-miRNA transcription by RNA polymerase II (GO:1902894)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	NFIB
GO_Biological_Process_2021	negative regulation of secretion (GO:0051048)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	NRG1
GO_Biological_Process_2021	negative regulation of TORC1 signaling (GO:1904262)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	CASTOR2
GO_Biological_Process_2021	nuclear pore organization (GO:0006999)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	NUP107
GO_Biological_Process_2021	nucleoside phosphate biosynthetic process (GO:1901293)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	AK3
GO_Biological_Process_2021	nucleoside triphosphate metabolic process (GO:0009141)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	AK3
GO_Biological_Process_2021	polarized epithelial cell differentiation (GO:0030859)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	RHOA
GO_Biological_Process_2021	positive regulation of cardiac muscle cell proliferation (GO:0060045)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	ZFPM2
GO_Biological_Process_2021	positive regulation of cellular response to insulin stimulus (GO:1900078)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	SIRT1
GO_Biological_Process_2021	positive regulation of cyclase activity (GO:0031281)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	MAPK3
GO_Biological_Process_2021	positive regulation of glycoprotein biosynthetic process (GO:0010560)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	SOAT1
GO_Biological_Process_2021	positive regulation of lymphocyte migration (GO:2000403)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	RHOA
GO_Biological_Process_2021	positive regulation of macrophage chemotaxis (GO:0010759)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	MAPK3
GO_Biological_Process_2021	positive regulation of T-helper cell differentiation (GO:0045624)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	ANXA1
GO_Biological_Process_2021	positive regulation of transmembrane transport (GO:0034764)	1/14	2.985217e-01	5.980435e-01	0	0	3.004008e+00	3.631583e+00	ANO6
GO_Biological_Process_2021	intracellular steroid hormone receptor signaling pathway (GO:0030518)	2/44	3.014491e-01	6.005096e-01	0	0	1.860585e+00	2.231128e+00	PMEPA1;NR3C2
GO_Biological_Process_2021	metal ion homeostasis (GO:0055065)	2/44	3.014491e-01	6.005096e-01	0	0	1.860585e+00	2.231128e+00	TMTC2;CLDN16
GO_Biological_Process_2021	neurogenesis (GO:0022008)	2/44	3.014491e-01	6.005096e-01	0	0	1.860585e+00	2.231128e+00	ANXA1;TRAK2
GO_Biological_Process_2021	positive regulation of cell-matrix adhesion (GO:0001954)	2/44	3.014491e-01	6.005096e-01	0	0	1.860585e+00	2.231128e+00	NRP1;UTRN
GO_Biological_Process_2021	positive regulation of potassium ion transmembrane transport (GO:1901381)	2/44	3.014491e-01	6.005096e-01	0	0	1.860585e+00	2.231128e+00	KCNN2;ANO6
GO_Biological_Process_2021	positive regulation of stress fiber assembly (GO:0051496)	2/44	3.014491e-01	6.005096e-01	0	0	1.860585e+00	2.231128e+00	NRP1;RHOA
GO_Biological_Process_2021	regulation of protein serine/threonine kinase activity (GO:0071900)	4/111	3.016983e-01	6.005096e-01	0	0	1.461637e+00	1.751520e+00	KSR1;CCNG2;SIRT1;RHOA
GO_Biological_Process_2021	purine ribonucleotide metabolic process (GO:0009150)	3/77	3.027057e-01	6.005096e-01	0	0	1.584589e+00	1.893574e+00	TPST2;AK3;RAN
GO_Biological_Process_2021	cellular response to UV (GO:0034644)	3/77	3.027057e-01	6.005096e-01	0	0	1.584589e+00	1.893574e+00	RPL26;SIRT1;PPID
GO_Biological_Process_2021	regulation of organelle assembly (GO:1902115)	3/77	3.027057e-01	6.005096e-01	0	0	1.584589e+00	1.893574e+00	GSN;TBC1D2B;RAB5A
GO_Biological_Process_2021	regulation of cytoskeleton organization (GO:0051493)	4/112	3.073390e-01	6.005096e-01	0	0	1.448029e+00	1.708390e+00	EPHA3;RHOBTB1;RHOA;MAPK3
GO_Biological_Process_2021	protein modification process (GO:0036211)	3/78	3.095644e-01	6.005096e-01	0	0	1.563380e+00	1.833203e+00	ST8SIA4;PLOD2;PHKA2
GO_Biological_Process_2021	regulation of DNA repair (GO:0006282)	2/45	3.107185e-01	6.005096e-01	0	0	1.817222e+00	2.124093e+00	SMCHD1;SIRT1
GO_Biological_Process_2021	regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	2/45	3.107185e-01	6.005096e-01	0	0	1.817222e+00	2.124093e+00	SMAD3;NFIB
GO_Biological_Process_2021	positive regulation of chemotaxis (GO:0050921)	2/45	3.107185e-01	6.005096e-01	0	0	1.817222e+00	2.124093e+00	NRP1;LGMN
GO_Biological_Process_2021	positive regulation of nervous system development (GO:0051962)	2/45	3.107185e-01	6.005096e-01	0	0	1.817222e+00	2.124093e+00	CUX2;SLITRK2
GO_Biological_Process_2021	regulation of cytosolic calcium ion concentration (GO:0051480)	5/148	3.117935e-01	6.005096e-01	0	0	1.367309e+00	1.593482e+00	BCAP31;FIS1;EDNRA;SMAD3;WBP2NL
GO_Biological_Process_2021	acetyl-CoA metabolic process (GO:0006084)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	DIP2A
GO_Biological_Process_2021	androgen receptor signaling pathway (GO:0030521)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PMEPA1
GO_Biological_Process_2021	regulation of cytoplasmic translation (GO:2000765)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	CPEB1
GO_Biological_Process_2021	regulation of endothelial cell chemotaxis (GO:2001026)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	LGMN
GO_Biological_Process_2021	regulation of establishment of protein localization (GO:0070201)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	CEP135
GO_Biological_Process_2021	clathrin coat assembly (GO:0048268)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	CALY
GO_Biological_Process_2021	contractile actin filament bundle assembly (GO:0030038)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	RHOA
GO_Biological_Process_2021	regulation of macrophage differentiation (GO:0045649)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	ID2
GO_Biological_Process_2021	detection of mechanical stimulus involved in sensory perception (GO:0050974)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	WHRN
GO_Biological_Process_2021	regulation of non-canonical Wnt signaling pathway (GO:2000050)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	TIAM1
GO_Biological_Process_2021	regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	TOB1
GO_Biological_Process_2021	regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	TOB1
GO_Biological_Process_2021	electron transport chain (GO:0022900)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PPARGC1A
GO_Biological_Process_2021	endoplasmic reticulum tubular network organization (GO:0071786)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	TMEM33
GO_Biological_Process_2021	engulfment of apoptotic cell (GO:0043652)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	RHOBTB1
GO_Biological_Process_2021	establishment of apical/basal cell polarity (GO:0035089)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	RHOA
GO_Biological_Process_2021	regulation of secretion (GO:0051046)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	NRG1
GO_Biological_Process_2021	regulation of sequestering of triglyceride (GO:0010889)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	OSBPL11
GO_Biological_Process_2021	eye photoreceptor cell development (GO:0042462)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	RORB
GO_Biological_Process_2021	glucan catabolic process (GO:0009251)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PHKA2
GO_Biological_Process_2021	glycogen catabolic process (GO:0005980)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PHKA2
GO_Biological_Process_2021	response to acidic pH (GO:0010447)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	LGMN
GO_Biological_Process_2021	histone mRNA catabolic process (GO:0071044)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	TENT2
GO_Biological_Process_2021	steroid hormone mediated signaling pathway (GO:0043401)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	NR3C2
GO_Biological_Process_2021	stress fiber assembly (GO:0043149)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	RHOA
GO_Biological_Process_2021	macrophage differentiation (GO:0030225)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	SIRT1
GO_Biological_Process_2021	macrophage migration (GO:1905517)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	EDNRB
GO_Biological_Process_2021	mammary gland epithelium development (GO:0061180)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	ID2
GO_Biological_Process_2021	membrane repolarization during cardiac muscle cell action potential (GO:0086013)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	KCNN2
GO_Biological_Process_2021	microvillus assembly (GO:0030033)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	MINK1
GO_Biological_Process_2021	vitamin D metabolic process (GO:0042359)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	LGMN
GO_Biological_Process_2021	myoblast differentiation (GO:0045445)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	NRG1
GO_Biological_Process_2021	myoblast fusion (GO:0007520)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	KCNH1
GO_Biological_Process_2021	negative regulation of androgen receptor signaling pathway (GO:0060766)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	SIRT1
GO_Biological_Process_2021	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PARK7
GO_Biological_Process_2021	nucleosome positioning (GO:0016584)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	H1-10
GO_Biological_Process_2021	peptidyl-arginine modification (GO:0018195)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PARK7
GO_Biological_Process_2021	peptidyl-tyrosine autophosphorylation (GO:0038083)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	MAPK3
GO_Biological_Process_2021	phosphatidylethanolamine biosynthetic process (GO:0006646)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	CEPT1
GO_Biological_Process_2021	photoreceptor cell development (GO:0042461)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	RORB
GO_Biological_Process_2021	positive regulation of acute inflammatory response (GO:0002675)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PARK7
GO_Biological_Process_2021	positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	RPL26
GO_Biological_Process_2021	positive regulation of endothelial cell chemotaxis (GO:2001028)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	LGMN
GO_Biological_Process_2021	positive regulation of exosomal secretion (GO:1903543)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	SDCBP
GO_Biological_Process_2021	positive regulation of lyase activity (GO:0051349)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PARK7
GO_Biological_Process_2021	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	TOB1
GO_Biological_Process_2021	positive regulation of osteoclast differentiation (GO:0045672)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	ATP6AP1
GO_Biological_Process_2021	protein hydroxylation (GO:0018126)	1/15	3.160709e-01	6.005096e-01	0	0	2.789293e+00	3.212676e+00	PLOD2
GO_Biological_Process_2021	recombinational repair (GO:0000725)	3/79	3.164280e-01	6.007109e-01	0	0	1.542730e+00	1.775157e+00	RAD51C;MCM9;RPA1
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	4/114	3.186511e-01	6.044516e-01	0	0	1.421554e+00	1.625772e+00	EPHA7;EPHA6;EPHA10;EPHA3
GO_Biological_Process_2021	alpha-amino acid metabolic process (GO:1901605)	2/46	3.199619e-01	6.054975e-01	0	0	1.775831e+00	2.023654e+00	THAP4;KYAT3
GO_Biological_Process_2021	regulation of double-strand break repair via homologous recombination (GO:0010569)	2/46	3.199619e-01	6.054975e-01	0	0	1.775831e+00	2.023654e+00	SMCHD1;SHLD1
GO_Biological_Process_2021	postreplication repair (GO:0006301)	2/46	3.199619e-01	6.054975e-01	0	0	1.775831e+00	2.023654e+00	RPA1;RPS27A
GO_Biological_Process_2021	regulation of NIK/NF-kappaB signaling (GO:1901222)	3/80	3.232942e-01	6.102383e-01	0	0	1.522616e+00	1.719327e+00	RTKN2;RHOA;NR3C2
GO_Biological_Process_2021	regulation of organelle organization (GO:0033043)	3/80	3.232942e-01	6.102383e-01	0	0	1.522616e+00	1.719327e+00	FIS1;TMEM33;MAPK3
GO_Biological_Process_2021	skin development (GO:0043588)	3/80	3.232942e-01	6.102383e-01	0	0	1.522616e+00	1.719327e+00	ANXA1;COL5A1;KRT10
GO_Biological_Process_2021	calcium ion transport (GO:0006816)	4/115	3.243199e-01	6.102383e-01	0	0	1.408675e+00	1.586203e+00	SLC24A4;ANO6;TRPM3;CACNA1G
GO_Biological_Process_2021	telomere organization (GO:0032200)	2/47	3.291749e-01	6.102383e-01	0	0	1.736278e+00	1.929294e+00	RPA1;DNA2
GO_Biological_Process_2021	polyol metabolic process (GO:0019751)	2/47	3.291749e-01	6.102383e-01	0	0	1.736278e+00	1.929294e+00	INPP4B;PLCH2
GO_Biological_Process_2021	cellular component assembly (GO:0022607)	8/261	3.295151e-01	6.102383e-01	0	0	1.236993e+00	1.373228e+00	SYCE1;GSN;STAG3;DPYSL3;GEMIN5;PPARGC1A;RHOA;PPID
GO_Biological_Process_2021	ion transport (GO:0006811)	4/116	3.299952e-01	6.102383e-01	0	0	1.396025e+00	1.547741e+00	SLC24A4;KCNN2;ANO6;TRPM3
GO_Biological_Process_2021	regulation of ATP biosynthetic process (GO:2001169)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	PPARGC1A
GO_Biological_Process_2021	regulation of cholesterol storage (GO:0010885)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	TTC39B
GO_Biological_Process_2021	regulation of chromatin silencing (GO:0031935)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	H1-10
GO_Biological_Process_2021	cellular polysaccharide catabolic process (GO:0044247)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	PHKA2
GO_Biological_Process_2021	regulation of ERBB signaling pathway (GO:1901184)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	LGMN
GO_Biological_Process_2021	regulation of establishment of cell polarity (GO:2000114)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	GSN
GO_Biological_Process_2021	cellular response to corticosteroid stimulus (GO:0071384)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	ANXA1
GO_Biological_Process_2021	regulation of fatty acid oxidation (GO:0046320)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	PPARGC1A
GO_Biological_Process_2021	regulation of hormone secretion (GO:0046883)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	ANXA1
GO_Biological_Process_2021	regulation of interleukin-1 production (GO:0032652)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	ANXA1
GO_Biological_Process_2021	regulation of isotype switching (GO:0045191)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	SHLD1
GO_Biological_Process_2021	dendrite self-avoidance (GO:0070593)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	CNTN4
GO_Biological_Process_2021	dendritic spine morphogenesis (GO:0060997)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	DIP2A
GO_Biological_Process_2021	regulation of mitotic sister chromatid separation (GO:0010965)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	ANAPC1
GO_Biological_Process_2021	digestive tract morphogenesis (GO:0048546)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	ID2
GO_Biological_Process_2021	epiboly involved in wound healing (GO:0090505)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	RHOA
GO_Biological_Process_2021	regulation of rRNA processing (GO:2000232)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	KAT2B
GO_Biological_Process_2021	filopodium assembly (GO:0046847)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	FGD6
GO_Biological_Process_2021	resolution of meiotic recombination intermediates (GO:0000712)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	SHOC1
GO_Biological_Process_2021	killing by host of symbiont cells (GO:0051873)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	GAPDH
GO_Biological_Process_2021	sphingolipid catabolic process (GO:0030149)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	PPT1
GO_Biological_Process_2021	sympathetic nervous system development (GO:0048485)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	NRP1
GO_Biological_Process_2021	male meiosis I (GO:0007141)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	TDRD9
GO_Biological_Process_2021	N-terminal protein amino acid acetylation (GO:0006474)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	KAT2B
GO_Biological_Process_2021	negative regulation of lyase activity (GO:0051350)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	EDNRB
GO_Biological_Process_2021	neuron cell-cell adhesion (GO:0007158)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	CNTN4
GO_Biological_Process_2021	oligodendrocyte development (GO:0014003)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	PRDM8
GO_Biological_Process_2021	platelet-derived growth factor receptor signaling pathway (GO:0048008)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	NRP1
GO_Biological_Process_2021	positive regulation of endothelial cell apoptotic process (GO:2000353)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	ANO6
GO_Biological_Process_2021	positive regulation of immunoglobulin mediated immune response (GO:0002891)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	SHLD1
GO_Biological_Process_2021	positive regulation of isotype switching (GO:0045830)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	SHLD1
GO_Biological_Process_2021	positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	RHOA
GO_Biological_Process_2021	positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	SIRT1
GO_Biological_Process_2021	protein localization to endoplasmic reticulum (GO:0070972)	1/16	3.331820e-01	6.102383e-01	0	0	2.603206e+00	2.861097e+00	BCAP31
GO_Biological_Process_2021	cell-cell junction organization (GO:0045216)	3/82	3.370254e-01	6.158630e-01	0	0	1.483916e+00	1.613903e+00	SMAD3;CDH2;CDH20
GO_Biological_Process_2021	regulation of gene expression, epigenetic (GO:0040029)	3/82	3.370254e-01	6.158630e-01	0	0	1.483916e+00	1.613903e+00	KAT2B;PPM1D;CGGBP1
GO_Biological_Process_2021	positive regulation of cytoskeleton organization (GO:0051495)	3/82	3.370254e-01	6.158630e-01	0	0	1.483916e+00	1.613903e+00	NRP1;SYNPO2;CDC42EP3
GO_Biological_Process_2021	cellular response to ionizing radiation (GO:0071479)	2/48	3.383533e-01	6.159369e-01	0	0	1.698446e+00	1.840546e+00	RPL26;SIRT1
GO_Biological_Process_2021	regulation of mitochondrion organization (GO:0010821)	2/48	3.383533e-01	6.159369e-01	0	0	1.698446e+00	1.840546e+00	FIS1;PPARGC1A
