Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_Pathways_2024	NOTCH4 Intracellular Domain Regulates Transcription	2/20	8.816218e-02	4.710146e-01	0	0	4.346720e+00	1.055635e+01	KAT2B;SMAD3
Reactome_Pathways_2024	Signaling by Hippo	2/20	8.816218e-02	4.710146e-01	0	0	4.346720e+00	1.055635e+01	MOB1B;MOB1A
Reactome_Pathways_2024	RNA Polymerase II Transcription	42/1360	9.143702e-02	4.829209e-01	0	0	1.265057e+00	3.026149e+00	BTG1;HDAC3;GTF2B;PHAX;RORB;PPM1D;HDAC9;FOXO1;NR3C2;BRIP1;RBBP5;POLR2B;PSMB1;TOPBP1;RPS27A;ZNF566;PPARGC1A;ZNF684;YWHAH;MAPK3;H2AZ2;PRKAB2;SMAD3;SMURF1;GSR;USP2;CPSF2;RPA1;GTF2H3;SIRT1;HIPK2;KAT2B;CCNG2;ZNF439;RARB;MT-CO2;MAPKAPK5;ZNF678;DNA2;INTS9;ANAPC1;FKBP5
Reactome_Pathways_2024	RAC1 GTPase Cycle	8/184	9.143938e-02	4.829209e-01	0	0	1.785292e+00	4.270560e+00	GNA13;TIAM1;ARHGAP10;RASGRF2;MCF2;WASF2;ARHGAP24;TMPO
Reactome_Pathways_2024	Formation of Incision Complex in GG-NER	3/43	9.206465e-02	4.829209e-01	0	0	2.936620e+00	7.004614e+00	RPA1;RPS27A;GTF2H3
Reactome_Pathways_2024	Transport of Mature mRNAs Derived From Intronless Transcripts	3/43	9.206465e-02	4.829209e-01	0	0	2.936620e+00	7.004614e+00	NUP107;NUP210;CPSF2
Reactome_Pathways_2024	ER Quality Control Compartment (ERQC)	2/21	9.588684e-02	4.939885e-01	0	0	4.117734e+00	9.654384e+00	EDEM1;RPS27A
Reactome_Pathways_2024	PCNA-Dependent Long Patch Base Excision Repair	2/21	9.588684e-02	4.939885e-01	0	0	4.117734e+00	9.654384e+00	POLB;RPA1
Reactome_Pathways_2024	Regulation of FZD by Ubiquitination	2/21	9.588684e-02	4.939885e-01	0	0	4.117734e+00	9.654384e+00	FZD6;RPS27A
Reactome_Pathways_2024	Signal Transduction by L1	2/21	9.588684e-02	4.939885e-01	0	0	4.117734e+00	9.654384e+00	NRP1;MAPK3
Reactome_Pathways_2024	Host Interactions of HIV Factors	6/126	9.653355e-02	4.951098e-01	0	0	1.961538e+00	4.585812e+00	NUP107;NUP210;PSMB1;AP1S2;RPS27A;RAN
Reactome_Pathways_2024	Collagen Chain Trimerization	3/44	9.705772e-02	4.955956e-01	0	0	2.864848e+00	6.682112e+00	COL5A1;COL14A1;COL23A1
Reactome_Pathways_2024	HIV Life Cycle	7/158	1.020530e-01	5.170643e-01	0	0	1.819419e+00	4.152393e+00	NUP107;NUP210;POLR2B;GTF2B;RPS27A;GTF2H3;RAN
Reactome_Pathways_2024	Regulation of RUNX3 Expression and Activity	3/45	1.021583e-01	5.170643e-01	0	0	2.796493e+00	6.379450e+00	SMURF1;PSMB1;RPS27A
Reactome_Pathways_2024	Generic Transcription Pathway	38/1230	1.040359e-01	5.242682e-01	0	0	1.263299e+00	2.858871e+00	BTG1;HDAC3;RORB;PPM1D;HDAC9;FOXO1;NR3C2;BRIP1;RBBP5;POLR2B;PSMB1;TOPBP1;RPS27A;ZNF566;PPARGC1A;ZNF684;YWHAH;MAPK3;H2AZ2;PRKAB2;SMAD3;SMURF1;GSR;USP2;RPA1;GTF2H3;SIRT1;HIPK2;KAT2B;CCNG2;ZNF439;RARB;MT-CO2;MAPKAPK5;ZNF678;DNA2;ANAPC1;FKBP5
Reactome_Pathways_2024	Degradation of Beta-Catenin by the Destruction Complex	4/72	1.058934e-01	5.250255e-01	0	0	2.304554e+00	5.174468e+00	TLE4;CTBP2;PSMB1;RPS27A
Reactome_Pathways_2024	Signaling by NOTCH4	4/72	1.058934e-01	5.250255e-01	0	0	2.304554e+00	5.174468e+00	KAT2B;SMAD3;PSMB1;RPS27A
Reactome_Pathways_2024	Early SARS-CoV-2 Infection Events	3/46	1.073631e-01	5.250255e-01	0	0	2.731318e+00	6.095041e+00	NRP1;GPC5;GPC6
Reactome_Pathways_2024	Hedgehog 'On' State	4/73	1.099505e-01	5.250255e-01	0	0	2.271038e+00	5.013828e+00	SMURF1;PSMB1;IQCE;RPS27A
Reactome_Pathways_2024	RHOBTB1 GTPase Cycle	2/23	1.118744e-01	5.250255e-01	0	0	3.725186e+00	8.159570e+00	RBMX;RHOBTB1
Reactome_Pathways_2024	RHOBTB2 GTPase Cycle	2/23	1.118744e-01	5.250255e-01	0	0	3.725186e+00	8.159570e+00	TMOD3;RBMX
Reactome_Pathways_2024	Signaling by NODAL	2/23	1.118744e-01	5.250255e-01	0	0	3.725186e+00	8.159570e+00	SMAD3;MAPK3
Reactome_Pathways_2024	Suppression of Phagosomal Maturation	2/23	1.118744e-01	5.250255e-01	0	0	3.725186e+00	8.159570e+00	RPS27A;RAB5A
Reactome_Pathways_2024	HIV Transcription Initiation	3/47	1.126690e-01	5.250255e-01	0	0	2.669106e+00	5.827460e+00	POLR2B;GTF2B;GTF2H3
Reactome_Pathways_2024	RNA Polymerase II HIV Promoter Escape	3/47	1.126690e-01	5.250255e-01	0	0	2.669106e+00	5.827460e+00	POLR2B;GTF2B;GTF2H3
Reactome_Pathways_2024	RNA Polymerase II Promoter Escape	3/47	1.126690e-01	5.250255e-01	0	0	2.669106e+00	5.827460e+00	POLR2B;GTF2B;GTF2H3
Reactome_Pathways_2024	RNA Polymerase II Transcription Initiation	3/47	1.126690e-01	5.250255e-01	0	0	2.669106e+00	5.827460e+00	POLR2B;GTF2B;GTF2H3
Reactome_Pathways_2024	RNA Polymerase II Transcription Initiation And Promoter Clearance	3/47	1.126690e-01	5.250255e-01	0	0	2.669106e+00	5.827460e+00	POLR2B;GTF2B;GTF2H3
Reactome_Pathways_2024	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	3/47	1.126690e-01	5.250255e-01	0	0	2.669106e+00	5.827460e+00	POLR2B;GTF2B;GTF2H3
Reactome_Pathways_2024	Epigenetic Regulation of Adipogenesis Genes by MLL3 and MLL4 Complexes	5/103	1.160095e-01	5.250255e-01	0	0	1.999794e+00	4.307722e+00	H2AZ2;HDAC3;RBBP5;PPARGC1A;SIRT1
Reactome_Pathways_2024	Epigenetic Regulation of Gene Expression by MLL3 and MLL4 Complexes	5/103	1.160095e-01	5.250255e-01	0	0	1.999794e+00	4.307722e+00	H2AZ2;HDAC3;RBBP5;PPARGC1A;SIRT1
Reactome_Pathways_2024	MLL4 and MLL3 Complexes Regulate Expression of PPARG Targets in Adipogenesis and Hepatic Steatosis	5/103	1.160095e-01	5.250255e-01	0	0	1.999794e+00	4.307722e+00	H2AZ2;HDAC3;RBBP5;PPARGC1A;SIRT1
Reactome_Pathways_2024	HIV Infection	9/227	1.171535e-01	5.250255e-01	0	0	1.621275e+00	3.476451e+00	NUP107;NUP210;POLR2B;GTF2B;PSMB1;AP1S2;RPS27A;GTF2H3;RAN
Reactome_Pathways_2024	Protein Localization	7/164	1.178447e-01	5.250255e-01	0	0	1.749344e+00	3.740776e+00	FIS1;ACBD5;ABCD2;ABCD3;TOMM7;PEX1;RPS27A
Reactome_Pathways_2024	Acetylcholine Inhibits Contraction of Outer Hair Cells	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	KCNN2
Reactome_Pathways_2024	Beta Oxidation of hexanoyl-CoA to butanoyl-CoA	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	HADHB
Reactome_Pathways_2024	Beta Oxidation of lauroyl-CoA to decanoyl-CoA-CoA	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	HADHB
Reactome_Pathways_2024	Beta Oxidation of octanoyl-CoA to hexanoyl-CoA	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	HADHB
Reactome_Pathways_2024	Fructose Catabolism	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	ALDH1A1
Reactome_Pathways_2024	GRB7 Events in ERBB2 Signaling	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	NRG1
Reactome_Pathways_2024	Maturation of Protein E 9683683	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	RPS27A
Reactome_Pathways_2024	Maturation of Protein E 9694493	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	RPS27A
Reactome_Pathways_2024	RHOT1 GTPase Cycle	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	TRAK2
Reactome_Pathways_2024	RUNX3 Regulates BCL2L11 (BIM) Transcription	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	SMAD3
Reactome_Pathways_2024	Vitamin B1 (Thiamin) Metabolism	1/5	1.189153e-01	5.250255e-01	0	0	9.767535e+00	2.079844e+01	TPK1
Reactome_Pathways_2024	Gene Expression (Transcription)	48/1615	1.195999e-01	5.250255e-01	0	0	1.215309e+00	2.580835e+00	BTG1;HDAC3;NUP107;GTF2B;PHAX;RORB;PPM1D;HDAC9;FOXO1;NR3C2;BRIP1;RBBP5;POLR2B;PSMB1;TOPBP1;RPS27A;ZNF566;PPARGC1A;ZNF684;YWHAH;MAPK3;H2AZ2;PRKAB2;SMAD3;NUP210;SMURF1;GSR;USP2;CPSF2;RPA1;TDRD9;GTF2H3;SIRT1;HIPK2;KAT2B;NFIB;CCNG2;TET3;ZNF439;RARB;MT-CO2;MAPKAPK5;ZNF678;DNA2;INTS9;RAN;ANAPC1;FKBP5
Reactome_Pathways_2024	Gene Silencing by RNA	6/134	1.199292e-01	5.250255e-01	0	0	1.838183e+00	3.898517e+00	H2AZ2;NUP107;NUP210;POLR2B;TDRD9;RAN
Reactome_Pathways_2024	APC C Cdc20 Mediated Degradation of Cyclin B	2/24	1.201098e-01	5.250255e-01	0	0	3.555677e+00	7.535720e+00	RPS27A;ANAPC1
Reactome_Pathways_2024	HS-GAG Degradation	2/24	1.201098e-01	5.250255e-01	0	0	3.555677e+00	7.535720e+00	GPC5;GPC6
Reactome_Pathways_2024	RUNX2 Regulates Osteoblast Differentiation	2/24	1.201098e-01	5.250255e-01	0	0	3.555677e+00	7.535720e+00	HDAC3;MAPK3
Reactome_Pathways_2024	Cell Cycle Checkpoints	10/261	1.206284e-01	5.253025e-01	0	0	1.565087e+00	3.310222e+00	BRIP1;NUP107;PSMB1;RPA1;DNA2;TOPBP1;RPS27A;ANAPC1;NDEL1;YWHAH
Reactome_Pathways_2024	ISG15 Antiviral Mechanism	4/76	1.225280e-01	5.295781e-01	0	0	2.176075e+00	4.568486e+00	NUP107;NUP210;RPS27A;MAPK3
Reactome_Pathways_2024	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	4/76	1.225280e-01	5.295781e-01	0	0	2.176075e+00	4.568486e+00	POLR2B;RPA1;RPS27A;GTF2H3
Reactome_Pathways_2024	Epigenetic Regulation by WDR5-containing Histone Modifying Complexes	6/135	1.230359e-01	5.297890e-01	0	0	1.823840e+00	3.821453e+00	KAT2B;H2AZ2;HDAC3;RBBP5;PPARGC1A;SIRT1
Reactome_Pathways_2024	Viral Messenger RNA Synthesis	3/49	1.235709e-01	5.301146e-01	0	0	2.552795e+00	5.337742e+00	NUP107;NUP210;POLR2B
Reactome_Pathways_2024	Sensory Processing of Sound	4/77	1.268516e-01	5.421732e-01	0	0	2.146156e+00	4.431247e+00	GSN;CTBP2;WHRN;KCNN2
Reactome_Pathways_2024	Gap-filling DNA Repair Synthesis and Ligation in GG-NER	2/25	1.284891e-01	5.451340e-01	0	0	3.400908e+00	6.978361e+00	RPA1;RPS27A
Reactome_Pathways_2024	Resolution of AP Sites via the Multiple-Nucleotide Patch Replacement Pathway	2/25	1.284891e-01	5.451340e-01	0	0	3.400908e+00	6.978361e+00	POLB;RPA1
Reactome_Pathways_2024	Signaling by ERBB2	3/50	1.291603e-01	5.451877e-01	0	0	2.498352e+00	5.113380e+00	NRG1;RPS27A;RHOA
Reactome_Pathways_2024	RAF MAP Kinase Cascade	10/265	1.294466e-01	5.451877e-01	0	0	1.540216e+00	3.148951e+00	KITLG;KSR1;RASGRF2;PSMB1;GFRA1;NRG1;RPS27A;SPTB;MAPK3;PTPN3
Reactome_Pathways_2024	Synthesis of DNA	5/108	1.340887e-01	5.495062e-01	0	0	1.902226e+00	3.822055e+00	PSMB1;RPA1;DNA2;RPS27A;ANAPC1
Reactome_Pathways_2024	Asymmetric Localization of PCP Proteins	3/51	1.348374e-01	5.495062e-01	0	0	2.446177e+00	4.901369e+00	SMURF1;PSMB1;RPS27A
Reactome_Pathways_2024	Formation of TC-NER Pre-Incision Complex	3/51	1.348374e-01	5.495062e-01	0	0	2.446177e+00	4.901369e+00	POLR2B;RPS27A;GTF2H3
Reactome_Pathways_2024	Transcriptional Activity of SMAD2 SMAD3 SMAD4 Heterotrimer	3/51	1.348374e-01	5.495062e-01	0	0	2.446177e+00	4.901369e+00	SMAD3;RPS27A;MAPK3
Reactome_Pathways_2024	RNA Polymerase I Promoter Clearance	4/79	1.356872e-01	5.495062e-01	0	0	2.088710e+00	4.171995e+00	KAT2B;H2AZ2;GTF2H3;MAPK3
Reactome_Pathways_2024	A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis	2/26	1.369999e-01	5.495062e-01	0	0	3.259036e+00	6.478230e+00	GPC5;GPC6
Reactome_Pathways_2024	APC-Cdc20 Mediated Degradation of Nek2A	2/26	1.369999e-01	5.495062e-01	0	0	3.259036e+00	6.478230e+00	RPS27A;ANAPC1
Reactome_Pathways_2024	Calnexin Calreticulin Cycle	2/26	1.369999e-01	5.495062e-01	0	0	3.259036e+00	6.478230e+00	EDEM1;RPS27A
Reactome_Pathways_2024	MicroRNA (miRNA) Biogenesis	2/26	1.369999e-01	5.495062e-01	0	0	3.259036e+00	6.478230e+00	POLR2B;RAN
Reactome_Pathways_2024	Post NMDA Receptor Activation Events	4/80	1.401964e-01	5.495062e-01	0	0	2.061121e+00	4.049506e+00	PRKAB2;RASGRF2;NRG1;MAPK3
Reactome_Pathways_2024	Hedgehog Ligand Biogenesis	3/52	1.405991e-01	5.495062e-01	0	0	2.396132e+00	4.700833e+00	PSMB1;GPC5;RPS27A
Reactome_Pathways_2024	Signaling by Nuclear Receptors	10/270	1.409443e-01	5.495062e-01	0	0	1.510204e+00	2.959080e+00	KAT2B;H2AZ2;HDAC3;POLR2B;ALDH1A1;RARB;PPID;PDK1;FKBP5;MAPK3
Reactome_Pathways_2024	p75NTR Negatively Regulates Cell Cycle via SC1	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	HDAC3
Reactome_Pathways_2024	Activated NTRK2 Signals Through CDK5	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	TIAM1
Reactome_Pathways_2024	Acyl Chain Remodeling of CL	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	HADHB
Reactome_Pathways_2024	Beta Oxidation of decanoyl-CoA to octanoyl-CoA-CoA	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	HADHB
Reactome_Pathways_2024	Choline Catabolism	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	ALDH7A1
Reactome_Pathways_2024	Methionine Salvage Pathway	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	MRI1
Reactome_Pathways_2024	Negative Feedback Regulation of MAPK Pathway	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	MAPK3
Reactome_Pathways_2024	SMAD2 3 Phosphorylation Motif Mutants in Cancer	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	SMAD3
Reactome_Pathways_2024	SUMO Is Proteolytically Processed	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	SENP1
Reactome_Pathways_2024	TGFBR1 KD Mutants in Cancer	1/6	1.409479e-01	5.495062e-01	0	0	7.813627e+00	1.530975e+01	SMAD3
Reactome_Pathways_2024	M Phase	13/372	1.423443e-01	5.504694e-01	0	0	1.423261e+00	2.774657e+00	H2AZ2;NUP107;CEP135;NUP210;NEK7;MZT2B;PSMB1;RPS27A;ANAPC1;RAN;TMPO;NDEL1;MAPK3
Reactome_Pathways_2024	MAPK1 MAPK3 Signaling	10/271	1.433060e-01	5.504694e-01	0	0	1.504340e+00	2.922590e+00	KITLG;KSR1;RASGRF2;PSMB1;GFRA1;NRG1;RPS27A;SPTB;MAPK3;PTPN3
Reactome_Pathways_2024	RNA Polymerase I Transcription	4/81	1.447647e-01	5.504694e-01	0	0	2.034248e+00	3.931481e+00	KAT2B;H2AZ2;GTF2H3;MAPK3
Reactome_Pathways_2024	RNA Polymerase II Transcribes snRNA Genes	4/81	1.447647e-01	5.504694e-01	0	0	2.034248e+00	3.931481e+00	POLR2B;GTF2B;PHAX;INTS9
Reactome_Pathways_2024	Senescence-Associated Secretory Phenotype (SASP)	4/81	1.447647e-01	5.504694e-01	0	0	2.034248e+00	3.931481e+00	H2AZ2;RPS27A;ANAPC1;MAPK3
Reactome_Pathways_2024	Attenuation Phase	2/27	1.456305e-01	5.504694e-01	0	0	3.128514e+00	6.027654e+00	HSPH1;DNAJB6
Reactome_Pathways_2024	Postmitotic Nuclear Pore Complex (NPC) Reformation	2/27	1.456305e-01	5.504694e-01	0	0	3.128514e+00	6.027654e+00	NUP107;RAN
Reactome_Pathways_2024	RNA Pol II CTD Phosphorylation and Interaction With CE	2/27	1.456305e-01	5.504694e-01	0	0	3.128514e+00	6.027654e+00	POLR2B;GTF2H3
Reactome_Pathways_2024	RNA Pol II CTD Phosphorylation and Interaction With CE During HIV Infection	2/27	1.456305e-01	5.504694e-01	0	0	3.128514e+00	6.027654e+00	POLR2B;GTF2H3
Reactome_Pathways_2024	Nuclear Receptor Transcription Pathway	3/53	1.464420e-01	5.504694e-01	0	0	2.348089e+00	4.510973e+00	RARB;RORB;NR3C2
Reactome_Pathways_2024	Synthesis of PIPs at the Plasma Membrane	3/53	1.464420e-01	5.504694e-01	0	0	2.348089e+00	4.510973e+00	INPP4B;RAB5A;MTMR6
Reactome_Pathways_2024	DNA Replication	6/143	1.492665e-01	5.592649e-01	0	0	1.716629e+00	3.265065e+00	H2AZ2;PSMB1;RPA1;DNA2;RPS27A;ANAPC1
Reactome_Pathways_2024	Autodegradation of Cdh1 by Cdh1 APC C	3/54	1.523627e-01	5.605359e-01	0	0	2.301929e+00	4.331059e+00	PSMB1;RPS27A;ANAPC1
Reactome_Pathways_2024	Signaling by NOTCH	8/209	1.542602e-01	5.605359e-01	0	0	1.561218e+00	2.918096e+00	TLE4;KAT2B;H2AZ2;SMAD3;HDAC3;PSMB1;RPS27A;HDAC9
Reactome_Pathways_2024	CREB1 Phosphorylation Through NMDA Receptor-Mediated Activation of RAS Signaling	2/28	1.543696e-01	5.605359e-01	0	0	3.008032e+00	5.620225e+00	RASGRF2;MAPK3
Reactome_Pathways_2024	Metabolism of Porphyrins	2/28	1.543696e-01	5.605359e-01	0	0	3.008032e+00	5.620225e+00	FECH;FLVCR1
Reactome_Pathways_2024	APC C Cdc20 Mediated Degradation of Securin	3/55	1.583580e-01	5.605359e-01	0	0	2.257545e+00	4.160424e+00	PSMB1;RPS27A;ANAPC1
Reactome_Pathways_2024	Intrinsic Pathway for Apoptosis	3/55	1.583580e-01	5.605359e-01	0	0	2.257545e+00	4.160424e+00	PPP3CC;YWHAH;MAPK3
Reactome_Pathways_2024	Sensory Processing of Sound by Outer Hair Cells of the Cochlea	3/55	1.583580e-01	5.605359e-01	0	0	2.257545e+00	4.160424e+00	GSN;WHRN;KCNN2
Reactome_Pathways_2024	Signaling by Non-Receptor Tyrosine Kinases	3/55	1.583580e-01	5.605359e-01	0	0	2.257545e+00	4.160424e+00	NRG1;RPS27A;RHOA
Reactome_Pathways_2024	Signaling by PTK6	3/55	1.583580e-01	5.605359e-01	0	0	2.257545e+00	4.160424e+00	NRG1;RPS27A;RHOA
Reactome_Pathways_2024	Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	15/451	1.615344e-01	5.605359e-01	0	0	1.352312e+00	2.465316e+00	HDAC3;SMAD3;CTBP2;KSR1;FZD6;NRG1;HDAC9;FOXO1;KAT2B;KITLG;CUX1;POLR2B;PSMB1;RPS27A;MAPK3
Reactome_Pathways_2024	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	POLB
Reactome_Pathways_2024	Activation of NIMA Kinases NEK9, NEK6, NEK7	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	NEK7
Reactome_Pathways_2024	Defective Factor VIII Causes Hemophilia A	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	TPST2
Reactome_Pathways_2024	FLT3 Signaling by CBL Mutants	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	RPS27A
Reactome_Pathways_2024	Fructose Metabolism	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	ALDH1A1
Reactome_Pathways_2024	Loss of Function of SMAD2 3 in Cancer	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	SMAD3
Reactome_Pathways_2024	Loss of Function of TGFBR1 in Cancer	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	SMAD3
Reactome_Pathways_2024	Loss of MECP2 Binding Ability to the NCoR SMRT Complex	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	HDAC3
Reactome_Pathways_2024	Neurofascin Interactions	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	SDCBP
Reactome_Pathways_2024	RHOT2 GTPase Cycle	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	TRAK2
Reactome_Pathways_2024	RSK Activation	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	MAPK3
Reactome_Pathways_2024	RUNX3 Regulates CDKN1A Transcription	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	SMAD3
Reactome_Pathways_2024	Scavenging by Class F Receptors	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	HSPH1
Reactome_Pathways_2024	Signaling by LTK in Cancer	1/7	1.624306e-01	5.605359e-01	0	0	6.511022e+00	1.183381e+01	MAPK3
Reactome_Pathways_2024	mRNA Capping	2/29	1.632063e-01	5.605359e-01	0	0	2.896475e+00	5.250556e+00	POLR2B;GTF2H3
Reactome_Pathways_2024	Downregulation of ERBB2 Signaling	2/29	1.632063e-01	5.605359e-01	0	0	2.896475e+00	5.250556e+00	NRG1;RPS27A
Reactome_Pathways_2024	Negative Regulation of FGFR3 Signaling	2/29	1.632063e-01	5.605359e-01	0	0	2.896475e+00	5.250556e+00	RPS27A;MAPK3
Reactome_Pathways_2024	PIWI-interacting RNA (piRNA) Biogenesis	2/29	1.632063e-01	5.605359e-01	0	0	2.896475e+00	5.250556e+00	POLR2B;TDRD9
Reactome_Pathways_2024	Regulation of PTEN Stability and Activity	3/56	1.644244e-01	5.613780e-01	0	0	2.214836e+00	3.998453e+00	PSMB1;MKRN1;RPS27A
Reactome_Pathways_2024	Transcriptional Activation of Mitochondrial Biogenesis	3/56	1.644244e-01	5.613780e-01	0	0	2.214836e+00	3.998453e+00	ACSS2;HDAC3;PPARGC1A
Reactome_Pathways_2024	TP53 Regulates Metabolic Genes	4/86	1.684398e-01	5.733908e-01	0	0	1.909717e+00	3.401544e+00	PRKAB2;GSR;MT-CO2;YWHAH
Reactome_Pathways_2024	Meiotic Recombination	3/57	1.705588e-01	5.778767e-01	0	0	2.173709e+00	3.844585e+00	H2AZ2;RAD51C;RPA1
Reactome_Pathways_2024	Activation of BH3-only Proteins	2/30	1.721304e-01	5.778767e-01	0	0	2.792886e+00	4.914091e+00	PPP3CC;YWHAH
Reactome_Pathways_2024	Insulin Receptor Recycling	2/30	1.721304e-01	5.778767e-01	0	0	2.792886e+00	4.914091e+00	ATP6V0E1;ATP6AP1
Reactome_Pathways_2024	Recognition of DNA Damage by PCNA-containing Replication Complex	2/30	1.721304e-01	5.778767e-01	0	0	2.792886e+00	4.914091e+00	RPA1;RPS27A
Reactome_Pathways_2024	DNA Replication Pre-Initiation	5/118	1.736598e-01	5.778767e-01	0	0	1.732994e+00	3.033878e+00	H2AZ2;PSMB1;RPA1;RPS27A;ANAPC1
Reactome_Pathways_2024	Antigen Presentation Folding, Assembly and Peptide Loading of Class I MHC	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	BCAP31;SEC24A
Reactome_Pathways_2024	EGFR Downregulation	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	RPS27A;PTPN3
Reactome_Pathways_2024	HS-GAG Biosynthesis	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	GPC5;GPC6
Reactome_Pathways_2024	Metalloprotease DUBs	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	KAT2B;RPS27A
Reactome_Pathways_2024	Negative Regulation of FGFR4 Signaling	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	RPS27A;MAPK3
Reactome_Pathways_2024	RNA Polymerase I Promoter Opening	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	H2AZ2;MAPK3
Reactome_Pathways_2024	RUNX2 Regulates Bone Development	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	HDAC3;MAPK3
Reactome_Pathways_2024	Signaling by BMP	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	SMURF1;FSTL1
Reactome_Pathways_2024	Transferrin Endocytosis and Recycling	2/31	1.811320e-01	5.778767e-01	0	0	2.696441e+00	4.606948e+00	ATP6V0E1;ATP6AP1
Reactome_Pathways_2024	DNA Double-Strand Break Repair	6/152	1.814838e-01	5.778767e-01	0	0	1.610060e+00	2.747711e+00	BRIP1;RAD51C;RPA1;DNA2;TOPBP1;RPS27A
Reactome_Pathways_2024	tRNA Processing in the Nucleus	3/59	1.830181e-01	5.778767e-01	0	0	2.095861e+00	3.559128e+00	NUP107;NUP210;RAN
Reactome_Pathways_2024	Meiotic Synapsis	3/59	1.830181e-01	5.778767e-01	0	0	2.095861e+00	3.559128e+00	H2AZ2;SYCE1;STAG3
Reactome_Pathways_2024	Selective Autophagy	4/89	1.832574e-01	5.778767e-01	0	0	1.842030e+00	3.125674e+00	PRKAB2;TOMM7;PARK7;RPS27A
Reactome_Pathways_2024	Histidine Catabolism	1/8	1.833771e-01	5.778767e-01	0	0	5.580590e+00	9.465855e+00	HNMT
Reactome_Pathways_2024	IFNG Signaling Activates MAPKs	1/8	1.833771e-01	5.778767e-01	0	0	5.580590e+00	9.465855e+00	MAPK3
Reactome_Pathways_2024	Metabolism of Ingested SeMet, Sec, MeSec Into H2Se	1/8	1.833771e-01	5.778767e-01	0	0	5.580590e+00	9.465855e+00	HNMT
Reactome_Pathways_2024	Miro GTPase Cycle	1/8	1.833771e-01	5.778767e-01	0	0	5.580590e+00	9.465855e+00	TRAK2
Reactome_Pathways_2024	POLB-Dependent Long Patch Base Excision Repair	1/8	1.833771e-01	5.778767e-01	0	0	5.580590e+00	9.465855e+00	POLB
